会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
24,大村,2026/06/01,1,17:41,1,3637,齋藤和政,55,愛知,54,B1,4.15,21.18,4.05,13.6,72,0.00,67,0.00,,9
24,大村,2026/06/01,1,17:41,2,5028,原田才一,29,福岡,51,A1,6.71,51.69,6.64,40.0,23,11.11,65,0.00,,8
24,大村,2026/06/01,1,17:41,3,5201,村上宗太,23,東京,53,B1,5.19,30.77,3.56,22.2,20,60.00,64,0.00,,11
24,大村,2026/06/01,1,17:41,4,5395,日高龍之,24,佐賀,51,B2,2.21,7.35,1.77,3.8,27,22.22,23,22.22,,6
24,大村,2026/06/01,1,17:41,5,4003,表　憲一,48,福井,54,B1,5.58,38.16,6.06,38.8,81,0.00,82,0.00,,10
24,大村,2026/06/01,1,17:41,6,3977,山本兼士,49,大阪,52,B1,4.42,19.77,5.83,33.3,80,0.00,80,0.00,,7
24,大村,2026/06/01,2,18:08,1,3656,伯母芳恒,52,東京,55,B1,5.21,30.99,5.39,33.3,19,22.22,77,0.00,,8
24,大村,2026/06/01,2,18:08,2,4669,井上　茂,41,福岡,53,B1,5.29,34.62,3.59,9.0,16,22.22,13,0.00,,9
24,大村,2026/06/01,2,18:08,3,4725,佐竹太一,39,兵庫,53,B1,5.01,29.17,5.15,29.6,29,11.11,25,36.36,,11
24,大村,2026/06/01,2,18:08,4,4856,豊田健士,30,三重,53,A1,7.17,52.07,6.39,39.1,17,63.64,85,0.00,,12
24,大村,2026/06/01,2,18:08,5,4505,島田賢人,38,埼玉,56,A2,6.46,44.05,6.17,41.6,79,0.00,12,33.33,,10
24,大村,2026/06/01,2,18:08,6,4603,谷川将太,38,長崎,53,B1,5.12,32.35,5.62,38.0,12,11.11,21,25.00,,7
24,大村,2026/06/01,3,18:34,1,3319,山崎義明,59,埼玉,52,B1,5.50,39.80,5.47,26.3,68,0.00,19,22.22,,8
24,大村,2026/06/01,3,18:34,2,5219,森口和紀,25,福岡,52,B2,5.19,38.24,4.21,20.8,76,0.00,74,0.00,,
24,大村,2026/06/01,3,18:34,3,4625,渡邊裕貴,40,静岡,52,B1,4.95,31.25,3.50,0.0,66,0.00,84,0.00,,10
24,大村,2026/06/01,3,18:34,4,4427,秦　英悟,40,大阪,51,A1,6.57,45.28,6.57,43.3,62,0.00,27,0.00,,12
24,大村,2026/06/01,3,18:34,5,4253,西川真人,43,滋賀,57,B1,4.13,17.82,4.37,26.3,65,0.00,66,0.00,,9
24,大村,2026/06/01,3,18:34,6,3514,山一鉄也,59,福岡,52,A2,5.92,42.86,6.17,41.4,24,40.00,11,55.56,,11
24,大村,2026/06/01,4,19:03,1,3647,伊藤雄二,53,埼玉,49,B1,3.20,10.34,4.50,30.0,70,0.00,22,0.00,,
24,大村,2026/06/01,4,19:03,2,4561,藤山翔大,35,大阪,53,A2,6.06,44.86,6.72,62.0,13,55.56,20,40.00,,9
24,大村,2026/06/01,4,19:03,3,4735,角山雄哉,35,兵庫,55,B1,4.08,19.28,2.92,11.5,67,0.00,68,0.00,,
24,大村,2026/06/01,4,19:03,4,3627,井上恵一,56,福岡,54,A2,5.07,34.00,5.50,39.6,22,0.00,69,0.00,,10
24,大村,2026/06/01,4,19:03,5,4461,安田吉宏,40,三重,57,B1,4.36,15.48,4.68,21.0,28,40.00,17,33.33,,11
24,大村,2026/06/01,4,19:03,6,3744,徳増秀樹,51,静岡,53,A1,6.30,45.38,5.77,41.9,77,0.00,18,44.44,,12
24,大村,2026/06/01,5,19:30,1,3577,向所浩二,53,兵庫,60,B1,4.90,24.69,5.26,31.5,15,36.36,83,0.00,,
24,大村,2026/06/01,5,19:30,2,5058,前原大道,29,岡山,52,A1,6.89,50.53,7.25,50.0,21,0.00,24,44.44,,12
24,大村,2026/06/01,5,19:30,3,4393,田中孝明,40,福岡,59,B1,4.19,20.27,3.95,15.7,71,0.00,76,0.00,,
24,大村,2026/06/01,5,19:30,4,4231,鈴木裕隆,42,愛知,54,A2,5.46,33.05,5.38,31.2,69,0.00,72,0.00,,11
24,大村,2026/06/01,5,19:30,5,5403,藤山湧太,22,徳島,51,B2,2.03,1.43,1.43,0.0,32,44.44,26,18.18,,
24,大村,2026/06/01,5,19:30,6,3784,中島友和,49,佐賀,53,B1,4.77,24.36,5.00,32.7,60,0.00,60,0.00,,10
24,大村,2026/06/01,6,19:56,1,4472,尾嶋一広,39,兵庫,57,A1,6.29,41.23,6.50,37.5,63,0.00,59,0.00,,12
24,大村,2026/06/01,6,19:56,2,5332,村松遥輝,22,静岡,55,B1,4.27,27.06,4.22,22.2,73,0.00,78,0.00,,
24,大村,2026/06/01,6,19:56,3,4638,小林遼太,35,福岡,54,B1,4.85,28.41,4.12,23.5,78,0.00,70,0.00,,
24,大村,2026/06/01,6,19:56,4,3654,武田光史,52,福井,53,A1,6.73,55.45,7.38,75.0,30,25.00,81,0.00,,11
24,大村,2026/06/01,6,19:56,5,5395,日高龍之,24,佐賀,51,B2,2.21,7.35,1.77,3.8,27,22.22,23,22.22,,1
24,大村,2026/06/01,6,19:56,6,3708,岡部貴司,51,岡山,57,B1,4.74,22.62,4.59,29.4,26,0.00,73,0.00,,
24,大村,2026/06/01,7,20:25,1,5278,田中駿兵,23,徳島,52,A1,7.38,62.41,5.63,37.5,59,0.00,62,0.00,,12
24,大村,2026/06/01,7,20:25,2,4603,谷川将太,38,長崎,53,B1,5.12,32.35,5.62,38.0,12,11.11,21,25.00,,2
24,大村,2026/06/01,7,20:25,3,5050,木下雄介,31,滋賀,53,A2,5.57,40.30,6.23,46.6,75,0.00,86,0.00,,
24,大村,2026/06/01,7,20:25,4,3977,山本兼士,49,大阪,52,B1,4.42,19.77,5.83,33.3,80,0.00,80,0.00,,1
24,大村,2026/06/01,7,20:25,5,4880,澤崎雄哉,31,東京,53,B1,5.14,32.47,4.67,13.3,11,0.00,75,0.00,,
24,大村,2026/06/01,7,20:25,6,5392,安武一也,25,福岡,52,B2,1.69,1.47,1.56,0.0,14,18.18,71,0.00,,
24,大村,2026/06/01,8,20:59,1,3905,天野友和,48,愛知,53,A2,6.52,50.00,5.68,35.7,25,44.44,15,60.00,,
24,大村,2026/06/01,8,20:59,2,4538,笠置博之,35,大阪,54,A2,6.14,47.27,6.00,44.4,31,00.00,63,0.00,,
24,大村,2026/06/01,8,20:59,3,3319,山崎義明,59,埼玉,52,B1,5.50,39.80,5.47,26.3,68,0.00,19,22.22,,3
24,大村,2026/06/01,8,20:59,4,3656,伯母芳恒,52,東京,55,B1,5.21,30.99,5.39,33.3,19,22.22,77,0.00,,2
24,大村,2026/06/01,8,20:59,5,4339,平瀬城啓,41,福井,55,B1,3.94,17.72,4.56,21.9,74,0.00,16,44.44,,
24,大村,2026/06/01,8,20:59,6,5028,原田才一,29,福岡,51,A1,6.71,51.69,6.64,40.0,23,11.11,65,0.00,,1
24,大村,2026/06/01,9,21:25,1,3574,大神康司,53,福岡,52,A2,6.08,48.08,5.79,43.1,18,0.00,61,0.00,,
24,大村,2026/06/01,9,21:25,2,4253,西川真人,43,滋賀,57,B1,4.13,17.82,4.37,26.3,65,0.00,66,0.00,,3
24,大村,2026/06/01,9,21:25,3,4561,藤山翔大,35,大阪,53,A2,6.06,44.86,6.72,62.0,13,55.56,20,40.00,,4
24,大村,2026/06/01,9,21:25,4,3637,齋藤和政,55,愛知,54,B1,4.15,21.18,4.05,13.6,72,0.00,67,0.00,,1
24,大村,2026/06/01,9,21:25,5,4669,井上　茂,41,福岡,53,B1,5.29,34.62,3.59,9.0,16,22.22,13,0.00,,2
24,大村,2026/06/01,9,21:25,6,3906,飯山晃三,48,長崎,61,B1,4.23,23.47,4.23,24.5,64,0.00,14,40.00,,
24,大村,2026/06/01,10,21:51,1,3627,井上恵一,56,福岡,54,A2,5.07,34.00,5.50,39.6,22,0.00,69,0.00,,4
24,大村,2026/06/01,10,21:51,2,4003,表　憲一,48,福井,54,B1,5.58,38.16,6.06,38.8,81,0.00,82,0.00,,1
24,大村,2026/06/01,10,21:51,3,4505,島田賢人,38,埼玉,56,A2,6.46,44.05,6.17,41.6,79,0.00,12,33.33,,2
24,大村,2026/06/01,10,21:51,4,3784,中島友和,49,佐賀,53,B1,4.77,24.36,5.00,32.7,60,0.00,60,0.00,,5
24,大村,2026/06/01,10,21:51,5,4625,渡邊裕貴,40,静岡,52,B1,4.95,31.25,3.50,0.0,66,0.00,84,0.00,,3
24,大村,2026/06/01,10,21:51,6,4430,永田秀二,40,東京,57,A2,5.94,41.28,7.33,66.6,61,0.00,79,0.00,,
24,大村,2026/06/01,11,22:16,1,3654,武田光史,52,福井,53,A1,6.73,55.45,7.38,75.0,30,25.00,81,0.00,,6
24,大村,2026/06/01,11,22:16,2,5201,村上宗太,23,東京,53,B1,5.19,30.77,3.56,22.2,20,60.00,64,0.00,,1
24,大村,2026/06/01,11,22:16,3,4461,安田吉宏,40,三重,57,B1,4.36,15.48,4.68,21.0,28,40.00,17,33.33,,4
24,大村,2026/06/01,11,22:16,4,3514,山一鉄也,59,福岡,52,A2,5.92,42.86,6.17,41.4,24,40.00,11,55.56,,3
24,大村,2026/06/01,11,22:16,5,4725,佐竹太一,39,兵庫,53,B1,5.01,29.17,5.15,29.6,29,11.11,25,36.36,,2
24,大村,2026/06/01,11,22:16,6,4231,鈴木裕隆,42,愛知,54,A2,5.46,33.05,5.38,31.2,69,0.00,72,0.00,,5
24,大村,2026/06/01,12,22:41,1,4856,豊田健士,30,三重,53,A1,7.17,52.07,6.39,39.1,17,63.64,85,0.00,,2
24,大村,2026/06/01,12,22:41,2,3744,徳増秀樹,51,静岡,53,A1,6.30,45.38,5.77,41.9,77,0.00,18,44.44,,4
24,大村,2026/06/01,12,22:41,3,4427,秦　英悟,40,大阪,51,A1,6.57,45.28,6.57,43.3,62,0.00,27,0.00,,3
24,大村,2026/06/01,12,22:41,4,5278,田中駿兵,23,徳島,52,A1,7.38,62.41,5.63,37.5,59,0.00,62,0.00,,7
24,大村,2026/06/01,12,22:41,5,4472,尾嶋一広,39,兵庫,57,A1,6.29,41.23,6.50,37.5,63,0.00,59,0.00,,6
24,大村,2026/06/01,12,22:41,6,5058,前原大道,29,岡山,52,A1,6.89,50.53,7.25,50.0,21,0.00,24,44.44,,5
