会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
22,福岡,2026/06/15,1,12:33,1,4433,川野芽唯,40,福岡,46,A1,6.85,51.67,6.31,45.2,67,35.59,04,28.30,25111,12
22,福岡,2026/06/15,1,12:33,2,4408,仁科さや,40,長崎,48,B1,3.23,16.00,4.00,20.0,58,37.50,20,29.41,5 255,10
22,福岡,2026/06/15,1,12:33,3,3704,本部めぐ,52,三重,45,B1,3.44,9.52,3.58,10.5,41,27.27,24,34.29,2 565,8
22,福岡,2026/06/15,1,12:33,4,4940,白石有美,27,東京,53,B1,2.22,0.00,0.00,0.0,47,25.76,27,37.25,3 656,7
22,福岡,2026/06/15,1,12:33,5,4349,犬童千秋,40,福岡,50,B1,4.50,22.50,5.42,37.7,71,50.00,08,42.31,2 442,6
22,福岡,2026/06/15,1,12:33,6,5442,池田美優,19,広島,47,B2,1.16,0.00,0.00,0.0,59,41.79,51,21.57,6 446,5
22,福岡,2026/06/15,2,13:01,1,5251,沼田七華,23,福井,52,B2,1.97,0.00,0.00,0.0,70,25.42,02,33.33,565 46,
22,福岡,2026/06/15,2,13:01,2,4556,竹井奈美,36,福岡,46,A1,6.46,49.07,7.70,68.0,62,43.55,09,39.22,1 2231,8
22,福岡,2026/06/15,2,13:01,3,5203,神里琴音,21,福岡,41,B1,5.22,31.00,5.18,35.9,22,41.27,26,44.64,441 25,
22,福岡,2026/06/15,2,13:01,4,4473,藤堂里香,38,福井,45,A2,5.29,34.44,5.50,30.0,14,40.00,48,38.00,264 13,12
22,福岡,2026/06/15,2,13:01,5,5314,中曽瑠華,25,東京,53,B2,3.45,15.07,0.00,0.0,53,21.57,28,37.50,5 565,6
22,福岡,2026/06/15,2,13:01,6,4224,大橋栄里,44,福岡,49,A2,5.39,35.04,4.77,25.5,31,31.34,61,42.31,2 4366,7
22,福岡,2026/06/15,3,13:29,1,3801,五反田忍,52,大阪,50,B2,4.65,30.00,3.67,11.1,38,27.78,65,39.22,6 364,9
22,福岡,2026/06/15,3,13:29,2,4510,坂本奈央,37,福岡,47,B2,2.59,8.62,3.44,11.1,25,39.06,37,32.08,6 254,7
22,福岡,2026/06/15,3,13:29,3,3618,海野ゆか,52,広島,44,A1,6.17,46.49,6.83,47.2,30,44.68,59,25.49,151 54,10
22,福岡,2026/06/15,3,13:29,4,4525,真子奈津,38,福岡,46,B1,4.46,26.09,5.67,43.3,27,40.38,64,31.25,454 16,
22,福岡,2026/06/15,3,13:29,5,3357,福島陽子,57,岡山,48,B1,4.33,20.62,3.68,11.7,40,24.56,69,36.17,543 64,
22,福岡,2026/06/15,3,13:29,6,4071,古賀千晶,45,兵庫,47,B1,4.56,23.53,0.00,0.0,23,40.30,60,45.10,362 5,8
22,福岡,2026/06/15,4,13:57,1,4246,喜多那由,44,静岡,48,B1,4.53,20.88,4.16,28.0,26,29.27,21,31.25,2 566,9
22,福岡,2026/06/15,4,13:57,2,3999,大瀧明日,46,愛知,46,A1,6.27,44.53,6.44,37.5,68,36.54,13,21.15,16243,11
22,福岡,2026/06/15,4,13:57,3,4936,戸敷晃美,29,福岡,49,A2,5.78,39.77,4.33,23.8,49,32.81,06,20.75,21322,8
22,福岡,2026/06/15,4,13:57,4,5250,嶋田有里,24,長崎,45,B1,4.23,18.56,3.27,11.3,52,37.50,01,35.94,354 31,
